Pharmacy,Cluster,Metric,Acquisition_Date,Fiscal_Year,Quarter,Date,Value,Value - old v
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q1,May-25,1335,1335
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q1,Jun-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q2,Jul-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q2,Aug-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q2,Sep-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q3,Oct-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q3,Nov-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q3,Dec-25,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q4,Jan-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q4,Feb-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2026,Q4,Mar-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q1,Apr-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q1,May-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q1,Jun-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q2,Jul-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q2,Aug-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q2,Sep-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q3,Oct-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q3,Nov-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q3,Dec-26,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q4,Jan-27,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q4,Feb-27,0,0
Shaw,Boots,"Services Revenue (exc one off Flu, Covid vaccines, Pharmacy Quality services)",01 September 2025,FY2027,Q4,Mar-27,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q1,Apr-24,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q1,May-24,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q1,Jun-24,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q2,Jul-24,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q2,Aug-24,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q2,Sep-24,-5125.66,-5125.66
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q3,Oct-24,28552.03,28552.03
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q3,Nov-24,-3644.29,-3644.29
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q3,Dec-24,14152.75,14152.75
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q4,Jan-25,14476.43,14476.43
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q4,Feb-25,11403.49,11403.49
Shaw,Boots,Gross Profit £,01 September 2025,FY2025,Q4,Mar-25,10178.04,10178.04
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q1,Apr-25,17045.94,17045.94
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q1,May-25,21186.17,21186.17
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q1,Jun-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q2,Jul-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q2,Aug-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q2,Sep-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q3,Oct-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q3,Nov-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q3,Dec-25,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q4,Jan-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q4,Feb-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2026,Q4,Mar-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q1,Apr-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q1,May-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q1,Jun-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q2,Jul-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q2,Aug-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q2,Sep-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q3,Oct-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q3,Nov-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q3,Dec-26,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q4,Jan-27,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q4,Feb-27,0,0
Shaw,Boots,Gross Profit £,01 September 2025,FY2027,Q4,Mar-27,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q1,Apr-24,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q1,May-24,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q1,Jun-24,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q2,Jul-24,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q2,Aug-24,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q2,Sep-24,-8992.74,-8992.74
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q3,Oct-24,10849.41,10849.41
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q3,Nov-24,-18944.86,-18944.86
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q3,Dec-24,-935.27,-935.27
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q4,Jan-25,-2701.21,-2701.21
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q4,Feb-25,-5669.53,-5669.53
Shaw,Boots,EBITDA £,01 September 2025,FY2025,Q4,Mar-25,-7655.8,-7655.8
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q1,Apr-25,124.1,124.1
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q1,May-25,4729.06,4729.06
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q1,Jun-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q2,Jul-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q2,Aug-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q2,Sep-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q3,Oct-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q3,Nov-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q3,Dec-25,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q4,Jan-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q4,Feb-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2026,Q4,Mar-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q1,Apr-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q1,May-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q1,Jun-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q2,Jul-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q2,Aug-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q2,Sep-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q3,Oct-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q3,Nov-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q3,Dec-26,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q4,Jan-27,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q4,Feb-27,0,0
Shaw,Boots,EBITDA £,01 September 2025,FY2027,Q4,Mar-27,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q1,Apr-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q1,May-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q1,Jun-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q2,Jul-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q2,Aug-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q2,Sep-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q3,Oct-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q3,Nov-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q3,Dec-24,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q4,Jan-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q4,Feb-25,19069,19069
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2025,Q4,Mar-25,21078,21078
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q1,Apr-25,19029,19029
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q1,May-25,21250,21250
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q1,Jun-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q2,Jul-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q2,Aug-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q2,Sep-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q3,Oct-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q3,Nov-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q3,Dec-25,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q4,Jan-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q4,Feb-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2026,Q4,Mar-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q1,Apr-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q1,May-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q1,Jun-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q2,Jul-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q2,Aug-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q2,Sep-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q3,Oct-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q3,Nov-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q3,Dec-26,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q4,Jan-27,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q4,Feb-27,0,0
Wythenshawe (Listers),Deen,Dispensing Item numbers,01 November 2025,FY2027,Q4,Mar-27,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q1,Apr-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q1,May-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q1,Jun-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q2,Jul-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q2,Aug-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q2,Sep-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q3,Oct-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q3,Nov-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q3,Dec-24,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q4,Jan-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q4,Feb-25,51,51
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2025,Q4,Mar-25,40,40
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q1,Apr-25,38,38
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q1,May-25,14,14
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q1,Jun-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q2,Jul-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q2,Aug-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q2,Sep-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q3,Oct-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q3,Nov-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q3,Dec-25,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q4,Jan-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q4,Feb-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2026,Q4,Mar-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q1,Apr-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q1,May-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q1,Jun-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q2,Jul-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q2,Aug-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q2,Sep-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q3,Oct-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q3,Nov-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q3,Dec-26,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q4,Jan-27,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q4,Feb-27,0,0
Wythenshawe (Listers),Deen,NHS Services - Pharmacy First,01 November 2025,FY2027,Q4,Mar-27,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q1,Apr-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q1,May-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q1,Jun-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q2,Jul-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q2,Aug-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q2,Sep-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q3,Oct-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q3,Nov-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q3,Dec-24,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q4,Jan-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q4,Feb-25,4,4
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2025,Q4,Mar-25,12,12
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q1,Apr-25,1,1
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q1,May-25,1,1
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q1,Jun-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q2,Jul-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q2,Aug-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q2,Sep-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q3,Oct-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q3,Nov-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q3,Dec-25,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q4,Jan-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q4,Feb-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2026,Q4,Mar-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q1,Apr-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q1,May-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q1,Jun-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q2,Jul-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q2,Aug-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q2,Sep-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q3,Oct-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q3,Nov-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q3,Dec-26,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q4,Jan-27,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q4,Feb-27,0,0
Wythenshawe (Listers),Deen,Blood Pressure + APBM tests,01 November 2025,FY2027,Q4,Mar-27,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q1,Apr-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q1,May-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q1,Jun-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q2,Jul-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q2,Aug-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q2,Sep-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q3,Oct-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q3,Nov-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q3,Dec-24,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q4,Jan-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q4,Feb-25,56,56
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2025,Q4,Mar-25,58,58
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q1,Apr-25,38,38
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q1,May-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q1,Jun-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q2,Jul-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q2,Aug-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q2,Sep-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q3,Oct-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q3,Nov-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q3,Dec-25,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q4,Jan-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q4,Feb-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2026,Q4,Mar-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q1,Apr-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q1,May-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q1,Jun-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q2,Jul-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q2,Aug-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q2,Sep-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q3,Oct-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q3,Nov-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q3,Dec-26,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q4,Jan-27,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q4,Feb-27,0,0
Wythenshawe (Listers),Deen,NMS Services,01 November 2025,FY2027,Q4,Mar-27,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q1,Apr-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q1,May-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q1,Jun-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q2,Jul-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q2,Aug-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q2,Sep-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q3,Oct-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q3,Nov-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q3,Dec-24,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q4,Jan-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q4,Feb-25,133176.21,133176.21
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2025,Q4,Mar-25,136446.36,136446.36
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q1,Apr-25,141205.02,141205.02
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q1,May-25,144183.78,144183.78
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q1,Jun-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q2,Jul-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q2,Aug-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q2,Sep-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q3,Oct-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q3,Nov-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q3,Dec-25,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q4,Jan-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q4,Feb-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2026,Q4,Mar-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q1,Apr-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q1,May-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q1,Jun-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q2,Jul-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q2,Aug-26,0,0
Wythenshawe (Listers),Deen,Total Revenue,01 November 2025,FY2027,Q2,Sep-26,0,0
